student_id,iso_week,logins,submissions,forum_posts,minutes_on_platform
100226,12,12,1,1,321
100226,13,12,0,0,320
100226,14,10,1,3,237
100227,1,11,1,2,294
100227,2,3,1,0,85
100227,3,7,1,1,206
100227,4,5,0,3,110
100227,5,5,0,0,101
100227,6,2,1,1,24
100227,7,7,0,0,173
100227,8,5,0,1,135
100227,9,5,0,0,143
100227,10,14,1,0,348
100227,11,4,0,1,86
100227,12,10,0,2,249
100227,13,9,0,0,274
100227,14,5,0,1,109
100228,1,7,1,0,200
100228,2,4,0,0,75
100228,3,2,1,0,65
100228,4,10,2,1,247
100228,5,9,0,0,238
100228,6,7,0,0,198
100228,7,3,1,1,80
100228,8,7,1,1,186
100228,9,2,1,1,8
100228,10,6,1,0,158
100228,11,5,1,0,148
100228,12,9,1,0,231
100228,13,3,1,0,62
100228,14,7,0,1,185
100229,1,8,0,1,184
100229,2,6,0,0,157
100229,3,3,1,0,82
100229,4,5,0,1,126
100229,5,3,0,1,113
100229,6,3,0,1,96
100229,7,2,0,1,38
100229,8,1,0,1,43
100229,9,2,0,1,51
100229,10,4,1,0,113
100229,11,9,1,1,266
100229,12,8,2,0,191
100229,13,3,0,0,78
100229,14,2,1,0,57
100230,1,15,2,2,381
100230,2,16,2,0,396
100230,3,15,1,1,402
100230,4,11,1,0,287
100230,5,17,1,1,431
100230,6,13,0,1,317
100230,7,16,0,1,411
100230,8,11,2,2,287
100230,9,19,2,0,480
100230,10,21,2,1,535
100230,11,22,1,1,573
100230,12,16,1,0,457
100230,13,21,2,2,533
100230,14,16,2,3,423
100231,1,3,0,0,57
100231,2,1,0,0,23
100231,3,3,0,0,135
100231,4,3,0,2,77
100231,5,0,0,1,34
100231,6,3,0,0,114
100231,7,2,1,0,44
100231,8,2,1,0,56
100231,9,1,0,0,28
100231,10,1,0,0,21
100231,11,1,0,0,9
100231,12,0,0,0,0
100231,13,0,0,0,0
100231,14,0,0,1,8
100232,1,0,1,0,0
100232,2,8,0,0,182
100232,3,6,0,1,157
100232,4,4,0,0,122
100232,5,3,0,0,70
100232,6,6,0,0,161
100232,7,4,1,0,93
100232,8,8,1,1,189
100232,9,1,0,1,2
100232,10,0,1,0,0
100232,11,6,0,0,161
100232,12,1,0,2,23
100232,13,6,0,0,161
100232,14,2,0,1,61
100233,1,2,0,0,40
100233,2,8,1,1,220
100233,3,3,1,0,85
100233,4,7,0,0,134
100233,5,2,0,0,63
100233,6,7,0,1,195
100233,7,3,0,0,88
100233,8,4,0,0,91
100233,9,6,0,0,137
100233,10,3,0,0,81
100233,11,8,0,1,210
100233,12,4,0,0,106
100233,13,5,1,0,136
100233,14,5,0,0,107
100234,1,2,0,0,67
100234,2,0,0,0,0
100234,3,2,0,0,56
100234,4,4,0,0,96
100234,5,2,0,0,42
100234,6,1,0,0,16
100234,7,2,0,0,50
100234,8,4,0,0,113
100234,9,0,0,0,0
100234,10,0,0,0,14
100234,11,1,0,0,48
100234,12,0,0,0,0
100234,13,0,0,0,10
100234,14,1,0,0,47
100235,1,13,0,0,333
100235,2,5,1,1,132
100235,3,9,2,0,242
100235,4,8,2,1,207
100235,5,19,1,2,520
100235,6,8,2,0,202
100235,7,11,1,0,282
100235,8,7,1,0,173
100235,9,10,1,2,285
100235,10,13,0,1,335
100235,11,9,1,0,228
100235,12,11,1,2,287
100235,13,10,2,0,282
100235,14,12,2,2,283
100236,1,2,0,2,55
100236,2,8,1,1,198
100236,3,8,0,0,185
100236,4,9,1,0,250
100236,5,5,0,2,126
100236,6,2,1,3,57
100236,7,3,2,0,92
100236,8,6,0,2,151
100236,9,6,0,0,166
100236,10,2,0,0,38
100236,11,4,1,0,105
100236,12,2,0,0,44
100236,13,5,0,0,143
100236,14,8,0,0,196
100237,1,4,2,0,92
100237,2,4,1,0,102
100237,3,5,0,0,129
100237,4,4,0,1,115
100237,5,6,0,1,157
100237,6,5,1,0,123
100237,7,2,1,1,19
100237,8,4,1,0,99
100237,9,3,1,0,81
100237,10,9,1,0,258
100237,11,4,0,0,100
100237,12,3,0,0,79
100237,13,7,2,1,190
100237,14,5,0,0,132
100238,1,3,1,1,108
100238,2,5,0,0,138
100238,3,2,0,1,73
100238,4,5,1,0,167
100238,5,4,0,0,90
100238,6,4,0,0,118
100238,7,2,0,0,89
100238,8,5,0,1,151
100238,9,1,0,1,8
100238,10,1,0,0,28
100238,11,1,0,0,42
100238,12,4,0,2,167
100238,13,5,0,1,129
100238,14,4,0,0,86
100239,1,5,0,0,132
100239,2,3,0,0,49
100239,3,1,0,0,16
100239,4,0,0,1,31
100239,5,1,0,0,25
100239,6,2,0,0,26
100239,7,1,0,0,14
100239,8,1,0,0,29
100239,9,1,0,0,14
100239,10,0,0,0,0
100239,11,3,0,0,43
100239,12,1,0,1,19
100239,13,1,0,0,32
100239,14,0,0,0,8
100240,1,11,1,3,289
100240,2,9,1,3,228
100240,3,5,1,0,156
100240,4,11,1,1,262
100240,5,8,1,0,229
100240,6,10,1,0,251
100240,7,8,2,0,197
100240,8,9,2,0,240
100240,9,13,1,1,335
100240,10,15,2,0,396
100240,11,9,2,1,241
100240,12,8,1,0,207
100240,13,9,0,1,252
100240,14,10,0,1,270
100241,1,5,1,0,126
100241,2,3,0,0,81
100241,3,3,0,0,48
100241,4,0,1,0,37
100241,5,5,1,0,168
100241,6,1,0,0,29
100241,7,1,0,0,22
100241,8,2,0,0,56
100241,9,6,1,0,167
100241,10,2,0,1,44
100241,11,0,0,2,0
100241,12,0,0,0,0
100241,13,2,0,0,72
100241,14,2,1,0,52
100242,1,6,0,0,167
100242,2,5,2,1,118
100242,3,7,0,0,175
100242,4,4,1,1,105
100242,5,8,2,0,224
100242,6,6,1,0,181
100242,7,1,0,0,12
100242,8,2,0,0,46
100242,9,3,1,1,56
100242,10,6,1,0,158
100242,11,5,1,0,140
100242,12,6,0,3,176
100242,13,6,0,0,153
100242,14,6,0,3,166
100243,1,5,0,2,128
100243,2,3,0,0,89
100243,3,3,0,1,84
100243,4,3,0,0,105
100243,5,0,0,0,18
100243,6,3,0,0,98
100243,7,3,0,1,76
100243,8,5,0,1,132
100243,9,3,0,0,97
100243,10,2,0,1,54
100243,11,3,0,0,85
100243,12,8,1,1,215
100243,13,5,0,0,138
100243,14,4,0,0,82
100244,1,4,0,0,116
100244,2,2,0,0,37
100244,3,3,0,1,57
100244,4,3,0,1,85
100244,5,8,0,0,185
100244,6,6,0,0,130
100244,7,3,0,0,82
100244,8,4,1,2,126
100244,9,3,0,1,68
100244,10,4,0,1,142
100244,11,4,1,1,89
100244,12,4,1,0,87
100244,13,3,0,1,107
100244,14,4,0,2,100
100245,1,3,0,0,62
100245,2,3,0,0,125
100245,3,2,0,0,37
100245,4,3,0,0,78
100245,5,4,0,0,112
100245,6,3,0,0,88
100245,7,1,0,0,10
100245,8,4,1,0,104
100245,9,7,0,0,182
100245,10,2,0,1,50
100245,11,1,1,0,26
100245,12,8,0,0,202
100245,13,3,0,0,53
100245,14,1,0,0,0
100246,1,3,1,0,73
100246,2,9,0,0,259
100246,3,2,0,1,45
100246,4,8,1,2,216
100246,5,7,2,1,189
100246,6,7,0,0,181
100246,7,1,0,1,50
100246,8,2,0,0,32
100246,9,11,0,0,284
100246,10,8,1,0,202
100246,11,6,1,0,148
100246,12,4,0,1,109
100246,13,6,0,1,173
100246,14,9,0,0,247
100247,1,3,0,0,86
100247,2,3,0,0,95
100247,3,2,0,0,26
100247,4,4,1,0,110
100247,5,1,0,0,30
100247,6,1,0,0,0
100247,7,2,0,0,84
100247,8,2,0,0,70
100247,9,4,1,1,99
100247,10,2,0,0,41
100247,11,2,0,0,36
100247,12,1,0,0,35
100247,13,1,0,0,61
100247,14,2,0,0,57
100248,1,7,0,0,193
100248,2,2,0,2,42
100248,3,7,0,0,213
100248,4,7,0,2,193
100248,5,2,0,2,18
100248,6,3,1,1,69
100248,7,1,0,0,23
100248,8,1,0,0,44
100248,9,3,0,1,76
100248,10,1,0,0,2
100248,11,3,1,0,100
100248,12,2,0,1,62
100248,13,3,0,0,48
100248,14,4,1,1,56
100249,1,3,0,0,129
100249,2,3,1,1,57
100249,3,3,1,1,118
100249,4,1,1,0,15
100249,5,3,0,0,74
100249,6,0,0,1,0
100249,7,1,1,0,26
100249,8,3,0,1,76
100249,9,0,0,0,0
100249,10,2,0,0,53
100249,11,2,1,1,65
100249,12,1,1,0,49
100249,13,3,0,0,73
100249,14,2,0,0,24
100250,1,3,0,0,58
100250,2,6,0,0,126
100250,3,7,1,0,170
100250,4,3,0,1,72
100250,5,1,2,0,0
100250,6,6,2,2,162
100250,7,5,1,0,147
100250,8,6,0,1,177
100250,9,6,0,0,162
100250,10,6,0,1,131
100250,11,12,2,0,295
100250,12,7,0,0,210
100250,13,4,0,0,133
100250,14,6,0,0,144
100251,1,8,0,0,184
100251,2,8,0,0,207
100251,3,2,0,2,50
100251,4,3,0,1,101
100251,5,9,0,0,224
100251,6,10,0,1,282
100251,7,7,1,1,149
100251,8,6,0,0,159
100251,9,4,0,0,82
100251,10,5,1,0,147
100251,11,7,0,2,202
100251,12,6,0,1,157
100251,13,4,0,1,112
100251,14,7,2,0,197
100252,1,2,0,0,35
100252,2,2,0,2,41
100252,3,3,0,0,73
100252,4,6,0,0,150
100252,5,2,0,1,30
100252,6,2,0,0,31
100252,7,2,0,0,53
100252,8,1,0,1,0
100252,9,3,0,0,90
100252,10,2,0,0,59
100252,11,1,0,0,20
100253,1,5,1,0,134
100253,2,3,0,0,96
100253,3,5,2,0,120
100253,4,7,0,0,177
100253,5,3,0,1,105
100253,6,3,0,0,50
100253,7,3,0,1,69
100253,8,4,0,1,94
100253,9,2,1,0,64
100253,10,6,0,0,151
100253,11,4,1,0,91
100253,12,3,0,0,75
100253,13,1,0,0,16
100253,14,3,0,0,97
100254,1,2,1,1,39
100254,2,3,0,0,83
100254,3,4,0,2,75
100254,4,1,0,0,31
100254,5,0,0,2,0
100254,6,1,0,0,0
100254,7,2,0,0,50
100254,8,2,0,0,25
100254,9,2,0,0,21
100254,10,1,0,0,35
100254,11,1,0,1,57
100254,12,1,0,0,37
100254,13,3,1,0,94
100255,1,7,1,1,187
100255,2,14,2,2,405
100255,3,8,0,1,197
100255,4,9,2,0,247
100255,5,10,1,2,232
100255,6,5,1,0,138
100255,7,7,0,3,204
100255,8,5,0,1,111
100255,9,10,0,1,247
100255,10,15,0,1,402
100255,11,10,1,2,252
100255,12,6,1,1,154
100255,13,7,2,0,172
100255,14,7,1,1,182
100256,1,5,1,2,140
100256,2,2,0,0,60
100256,3,8,1,0,178
100256,4,8,1,0,224
100256,5,5,1,0,127
100256,6,9,1,1,239
100256,7,7,2,1,182
100256,8,7,0,1,187
100256,9,5,0,0,138
100256,10,9,0,2,273
100256,11,10,1,1,304
100256,12,1,1,0,21
100256,13,4,0,1,79
100256,14,3,0,0,56
100257,1,2,0,1,39
100257,2,2,0,1,59
100257,3,3,0,0,84
100257,4,1,0,0,18
100257,5,1,0,0,67
100257,6,1,0,2,32
100257,7,1,0,0,34
100257,8,0,0,0,0
100257,9,1,0,0,33
100257,10,1,1,1,12
100257,11,2,0,1,40
100257,12,1,1,1,26
100257,13,0,0,1,1
100257,14,0,0,0,0
100258,1,4,1,1,105
100258,2,5,0,1,153
100258,3,1,0,1,5
100258,4,7,0,1,184
100258,5,2,1,1,45
100258,6,3,0,1,77
100258,7,1,0,0,33
100258,8,2,0,1,50
100258,9,1,0,0,46
100258,10,5,0,0,149
100258,11,4,1,0,120
100258,12,6,1,2,152
100258,13,9,0,0,216
100258,14,2,1,0,37
100259,1,3,0,0,58
100259,2,2,2,0,0
100259,3,4,0,0,124
100259,4,2,1,1,56
100259,5,1,0,1,22
100259,6,3,0,0,24
100259,7,3,0,0,67
100259,8,4,0,0,84
100259,9,3,0,0,84
100259,10,4,0,0,123
100259,11,2,0,1,76
100259,12,0,0,1,14
100259,13,0,0,0,3
100259,14,4,0,0,86
100260,1,6,0,0,162
100260,2,5,0,2,101
100260,3,4,1,1,134
100260,4,7,0,1,171
100260,5,2,0,0,78
100260,6,8,0,0,197
100260,7,2,1,0,46
100260,8,8,1,1,202
100260,9,4,1,0,102
100260,10,7,1,0,196
100260,11,5,0,2,102
100260,12,5,0,2,146
100260,13,2,0,1,59
100260,14,7,0,1,197
100261,1,11,1,0,297
100261,2,4,0,3,99
100261,3,3,2,0,65
100261,4,4,0,0,67
100261,5,5,0,0,146
100261,6,5,0,1,123
100261,7,3,1,3,85
100261,8,3,1,1,114
100261,9,3,0,1,74
100261,10,1,1,1,17
100261,11,3,0,0,112
100261,12,4,1,0,101
100261,13,2,0,2,69
100261,14,6,1,2,140
100262,1,8,0,2,210
100262,2,6,1,1,148
100262,3,4,1,1,107
100262,4,7,0,0,200
100262,5,10,1,0,269
100262,6,8,0,1,220
100262,7,7,1,1,160
100262,8,6,0,0,126
100262,9,7,0,0,169
100262,10,11,1,1,272
100262,11,13,0,2,337
100262,12,10,0,0,286
100262,13,6,1,0,139
100262,14,7,0,0,169
100263,1,11,0,1,296
100263,2,14,0,1,376
100263,3,15,0,4,418
100263,4,8,0,1,183
100263,5,12,1,1,308
100263,6,6,0,2,146
100263,7,5,0,0,152
100263,8,6,1,1,144
100263,9,7,1,1,142
100263,10,11,1,1,319
100263,11,9,0,0,263
100263,12,7,1,3,182
100263,13,5,0,2,123
100263,14,10,0,2,252
100264,1,12,0,2,310
100264,2,7,1,1,164
100264,3,13,0,2,353
100264,4,7,2,1,152
100264,5,14,1,0,386
100264,6,7,0,1,191
100264,7,5,1,0,120
100264,8,9,0,2,222
100264,9,6,1,0,144
100264,10,9,1,0,209
100264,11,8,1,1,180
100264,12,14,0,1,369
100264,13,14,1,1,346
100264,14,5,1,0,107
100265,1,6,1,1,126
100265,2,5,1,0,125
100265,3,5,0,0,126
100265,4,5,1,2,145
100265,5,8,0,0,205
100265,6,4,2,0,129
100265,7,7,0,1,168
100265,8,7,0,1,194
100265,9,8,1,1,187
100265,10,4,1,1,103
100265,11,4,0,2,121
100265,12,5,1,0,160
100265,13,5,0,0,140
100265,14,4,1,1,91
100266,1,1,1,0,41
100266,2,3,0,0,80
100266,3,3,0,0,96
100266,4,4,0,0,81
100266,5,2,0,0,26
100266,6,0,0,0,11
100266,7,1,0,0,2
100267,1,5,0,1,142
100267,2,2,1,0,63
100267,3,4,0,0,95
100267,4,3,0,0,109
100267,5,4,1,0,92
100267,6,5,1,0,117
100267,7,6,1,1,156
100267,8,3,0,3,82
100267,9,5,1,1,118
100267,10,10,0,0,263
100267,11,6,0,1,175
100267,12,4,1,0,67
100267,13,4,0,0,117
100267,14,2,1,1,65
100268,1,0,0,0,4
100268,2,1,0,0,40
100268,3,2,0,0,66
100268,4,4,0,0,96
100268,5,3,0,1,92
100268,6,3,0,0,83
100268,7,0,0,2,0
100268,8,1,0,1,22
100268,9,2,0,1,50
100268,10,4,0,0,124
100268,11,2,0,0,38
100268,12,1,0,0,54
100268,13,1,0,0,55
100268,14,4,0,0,133
100269,1,6,0,3,169
100269,2,14,2,1,334
100269,3,10,1,0,240
100269,4,7,2,0,169
100269,5,5,0,0,126
100269,6,11,1,0,279
100269,7,5,2,0,146
100269,8,11,1,2,287
100269,9,7,0,1,173
100269,10,9,0,4,226
100269,11,5,0,1,96
100269,12,8,2,0,219
100269,13,7,2,3,153
100269,14,10,0,1,255
100270,1,5,0,0,133
100270,2,2,0,1,50
100270,3,3,0,0,82
100270,4,8,1,1,220
100270,5,2,0,0,53
100270,6,4,1,0,115
100270,7,6,0,0,163
100270,8,5,0,0,126
100270,9,3,0,0,97
100270,10,3,2,1,93
100270,11,2,0,0,32
100270,12,7,0,0,175
100270,13,6,0,0,162
100270,14,9,0,0,217
100271,1,4,1,2,73
100271,2,14,0,1,359
100271,3,7,1,2,164
100271,4,11,0,0,298
100271,5,11,1,0,296
100271,6,9,1,1,246
100271,7,2,1,1,67
100271,8,6,0,1,154
100271,9,12,0,2,319
100271,10,11,0,1,285
100271,11,9,0,2,259
100271,12,7,1,0,184
100271,13,11,1,2,307
100272,1,2,0,1,78
100272,2,8,0,1,192
100272,3,5,0,0,128
100272,4,6,0,1,184
100272,5,9,0,1,225
100272,6,9,0,0,227
100272,7,10,1,0,267
100272,8,2,0,1,27
100272,9,7,1,1,174
100272,10,7,0,2,189
100272,11,6,1,0,153
100272,12,6,1,0,133
100272,13,2,2,0,38
100272,14,5,1,1,122
100273,1,6,0,0,156
100273,2,6,0,0,141
100273,3,13,0,1,343
100273,4,2,0,0,23
100273,5,6,0,0,146
100273,6,8,1,0,218
100273,7,5,0,1,130
100273,8,4,0,1,106
100273,9,3,0,1,65
100273,10,2,0,1,44
100273,11,5,0,1,149
100273,12,5,0,1,116
100273,13,5,1,0,148
100273,14,4,0,0,103
100274,1,0,0,1,9
100274,2,5,1,0,163
100274,3,3,0,2,54
100274,4,1,0,0,32
100274,5,5,1,0,129
100274,6,5,0,0,148
100274,7,6,0,2,152
100274,8,4,1,0,90
100274,9,1,0,0,43
100274,10,6,0,3,153
100274,11,2,0,0,48
100274,12,3,0,1,101
100274,13,5,0,0,114
100274,14,2,0,0,62
100275,1,1,0,1,17
100275,2,4,0,3,114
100275,3,12,1,1,300
100275,4,9,1,1,227
100275,5,11,1,3,319
100275,6,9,1,1,236
100275,7,11,1,4,264
100275,8,12,1,1,306
100275,9,5,0,1,134
100275,10,12,2,0,336
100275,11,10,0,0,240
100275,12,7,1,0,173
100275,13,12,2,0,311
100275,14,10,1,2,273
100276,1,0,0,0,0
100276,2,3,0,0,86
100276,3,1,0,3,35
100276,4,2,0,0,79
100276,5,3,0,0,73
100276,6,3,0,0,76
100276,7,1,0,0,68
100276,8,2,0,0,43
100276,9,0,0,0,0
100276,10,2,0,0,45
100276,11,3,0,0,74
100276,12,0,0,0,17
100276,13,0,1,0,0
100276,14,0,0,0,0
100277,1,6,2,0,131
100277,2,7,0,0,178
100277,3,6,0,1,169
100277,4,5,1,1,142
100277,5,10,0,0,268
100277,6,5,0,1,167
100277,7,6,2,0,145
100277,8,7,1,2,159
100277,9,7,1,0,168
100277,10,6,2,1,155
100277,11,11,0,1,317
100277,12,5,1,0,125
100277,13,7,0,0,177
100277,14,7,1,1,194
100278,1,3,0,0,97
100278,2,3,0,0,85
100278,3,0,0,0,0
100278,4,6,0,0,149
100278,5,2,0,0,29
100278,6,2,1,0,34
100278,7,1,0,0,0
100278,8,1,0,2,20
100278,9,4,1,2,103
100278,10,2,0,0,72
100278,11,2,0,0,31
100278,12,3,0,0,53
100278,13,4,0,0,86
100278,14,1,0,0,48
100279,1,3,1,0,97
100279,2,2,0,0,12
100279,3,0,1,0,7
100279,4,1,0,0,12
100279,5,3,0,0,93
100279,6,2,0,0,69
100279,7,3,0,0,61
100279,8,2,0,1,46
100280,1,5,1,1,118
100280,2,1,1,1,5
100280,3,7,0,0,146
100280,4,7,1,1,202
100280,5,3,1,1,73
100280,6,5,0,0,136
100280,7,6,1,1,190
100280,8,6,0,1,205
100280,9,3,1,1,96
100280,10,7,1,3,167
100280,11,8,1,0,202
100280,12,7,0,0,151
100280,13,2,1,0,64
100280,14,8,1,1,211
100281,1,2,1,1,89
100281,2,4,1,0,132
100281,3,1,1,1,36
100281,4,8,0,0,176
100281,5,3,0,0,53
100281,6,5,1,0,152
100281,7,3,0,0,39
100281,8,4,1,0,71
100281,9,4,0,0,124
100281,10,5,0,0,142
100281,11,0,0,0,8
100281,12,4,0,0,104
100281,13,5,1,0,107
100281,14,4,0,0,96
100282,1,1,0,0,22
100282,2,3,0,0,82
100282,3,1,1,0,15
100282,4,2,0,0,60
100282,5,2,0,2,15
100282,6,2,0,0,27
100282,7,0,0,0,6
100282,8,0,0,1,23
100282,9,1,1,0,9
100282,10,0,0,0,22
100282,11,1,0,0,35
100283,1,7,0,3,170
100283,2,2,1,0,48
100283,3,9,2,1,243
100283,4,9,0,0,258
100283,5,2,2,0,55
100283,6,5,0,2,136
100283,7,6,1,0,108
100283,8,6,1,0,173
100283,9,5,2,1,153
100283,10,4,1,1,152
100283,11,4,1,3,95
100283,12,14,1,1,375
100283,13,9,1,0,252
100283,14,9,0,4,234
100284,1,10,1,1,286
100284,2,7,2,1,199
100284,3,7,1,1,183
100284,4,6,0,0,152
100284,5,6,1,2,159
100284,6,7,0,2,175
100284,7,4,0,0,146
100284,8,7,1,2,160
100284,9,4,0,2,105
100284,10,5,1,2,160
100284,11,9,1,0,242
100284,12,6,1,2,173
100284,13,7,0,2,175
100284,14,6,0,0,143
100285,1,6,0,0,164
100285,2,10,0,0,267
100285,3,7,0,2,180
100285,4,5,0,2,146
100285,5,9,0,1,227
100285,6,4,2,2,113
100285,7,5,0,0,102
100285,8,4,0,1,91
100285,9,11,1,0,321
100285,10,1,1,0,62
100285,11,4,0,1,81
100285,12,7,0,1,165
100285,13,1,0,0,11
100285,14,12,1,1,336
100286,1,5,0,0,119
100286,2,9,0,1,238
100286,3,6,1,0,133
100286,4,5,0,2,156
100286,5,8,0,1,197
100286,6,10,0,0,270
100286,7,13,2,1,360
100286,8,10,1,0,293
100286,9,6,1,0,132
100286,10,13,1,1,369
100286,11,3,1,0,84
100286,12,8,1,0,223
100286,13,10,1,0,269
100286,14,4,1,1,77
100287,1,3,0,1,77
100287,2,7,0,1,197
100287,3,7,0,2,208
100287,4,3,1,0,55
100287,5,7,1,1,174
100287,6,6,1,2,160
100287,7,9,0,2,213
100287,8,6,0,0,145
100287,9,4,0,0,100
100287,10,8,1,0,192
100287,11,6,0,1,165
100287,12,5,1,1,143
100287,13,7,0,0,185
100287,14,5,0,0,117
100288,1,4,0,1,77
100288,2,2,0,0,38
100288,3,1,0,0,38
100288,4,1,0,0,37
100288,5,1,0,2,0
100288,6,3,0,0,75
100288,7,0,0,0,0
100288,8,2,0,0,57
100288,9,2,0,0,71
100288,10,1,0,0,37
100288,11,1,0,0,44
100288,12,1,0,0,7
100288,13,1,0,0,31
100288,14,0,0,0,8
100289,1,1,0,0,25
100289,2,4,0,1,85
100289,3,0,0,0,0
100289,4,1,0,0,15
100289,5,1,1,0,39
100289,6,3,0,0,79
100289,7,1,0,0,29
100289,8,2,0,1,49
100289,9,1,0,1,2
100289,10,1,0,1,4
100289,11,6,0,0,147
100289,12,1,0,0,48
100289,13,0,0,0,0
100289,14,1,0,1,60
100290,1,2,0,0,53
100290,2,1,0,0,30
100290,3,5,0,0,111
100290,4,2,0,0,64
100290,5,3,0,0,102
100290,6,1,0,1,37
100290,7,1,0,0,25
100290,8,1,0,0,25
100290,9,2,0,1,58
100290,10,2,0,0,35
100290,11,0,0,0,0
100290,12,0,0,0,0
100290,13,0,0,0,27
100290,14,0,0,0,0
100291,1,2,0,0,56
100291,2,3,0,0,105
100291,3,1,0,0,19
100291,4,1,0,0,18
100291,5,1,0,0,35
100291,6,1,0,0,47
100291,7,0,0,0,12
100291,8,1,0,0,11
100291,9,0,0,0,0
100291,10,0,0,0,0
100291,11,0,0,0,16
100291,12,0,0,1,9
100291,13,0,0,0,0
100291,14,0,0,0,6
100292,1,2,0,1,49
100292,2,3,0,0,88
100292,3,6,0,1,162
100292,4,1,1,0,0
100292,5,5,0,0,155
100292,6,9,2,0,259
100292,7,5,1,0,116
100292,8,4,0,1,74
100292,9,1,0,0,15
100292,10,3,0,0,65
100292,11,3,0,3,97
100292,12,6,1,0,157
100292,13,2,0,1,56
100292,14,5,0,1,148
100293,1,2,0,0,46
100293,2,2,0,0,53
100293,3,2,0,0,48
100293,4,1,0,0,0
100293,5,3,0,0,87
100294,1,7,1,0,178
100294,2,6,0,1,153
100294,3,9,0,0,199
100294,4,12,2,1,293
100294,5,5,0,1,117
100294,6,14,0,0,351
100294,7,5,2,1,120
100294,8,11,0,0,263
100294,9,5,1,1,126
100294,10,8,1,1,225
100294,11,7,2,2,182
100294,12,8,0,1,221
100294,13,8,1,2,186
100294,14,5,0,1,143
100295,1,9,1,0,231
100295,2,14,0,1,387
100295,3,11,0,0,289
100295,4,11,0,0,277
100295,5,17,0,2,462
100295,6,8,2,3,186
100295,7,8,1,0,207
100295,8,9,2,0,224
100295,9,7,0,2,190
100295,10,13,1,0,335
100295,11,4,1,1,96
100295,12,9,1,0,229
100295,13,5,2,1,124
100295,14,12,0,1,326
100296,1,7,0,1,162
100296,2,9,1,2,231
100296,3,4,0,1,110
100296,4,3,0,1,73
100296,5,6,1,1,171
100296,6,9,1,1,241
100296,7,8,1,1,237
100296,8,7,0,1,188
100296,9,4,0,1,85
100296,10,6,0,3,121
100296,11,6,1,0,176
100296,12,1,0,1,34
100296,13,8,1,3,220
100296,14,5,0,0,92
100297,1,4,0,0,114
100297,2,3,0,0,93
100297,3,1,0,0,19
100297,4,0,0,0,8
100297,5,7,0,0,199
100297,6,3,0,0,48
100297,7,6,0,0,159
100297,8,6,0,1,155
100297,9,5,0,1,104
100297,10,2,0,0,66
100297,11,4,0,0,101
100297,12,2,0,1,32
100297,13,4,0,0,90
100297,14,2,0,1,49
100298,1,3,0,0,80
100298,2,5,1,1,137
100298,3,4,0,1,70
100298,4,4,0,1,104
100298,5,7,1,0,170
100298,6,3,0,0,86
100298,7,4,1,1,97
100298,8,7,0,0,185
100298,9,2,0,2,42
100298,10,3,2,0,79
100298,11,5,0,0,129
100298,12,7,0,0,173
100298,13,4,0,0,91
100298,14,3,1,0,71
100299,1,9,1,2,228
100299,2,5,1,0,115
100299,3,2,0,0,86
100299,4,7,0,0,172
100299,5,2,1,0,75
100299,6,5,0,0,125
100299,7,7,0,0,199
100299,8,8,1,1,169
100299,9,12,0,2,299
100299,10,3,1,0,93
100299,11,8,2,1,203
100299,12,8,0,0,185
100299,13,7,0,2,193
100299,14,4,1,0,116
100300,1,3,0,2,64
100300,2,8,0,1,230
100300,3,3,0,2,40
100300,4,4,0,1,99
100300,5,4,1,1,67
100300,6,7,1,0,165
100300,7,2,1,1,25
100300,8,4,0,0,117
100300,9,9,0,1,226
100300,10,3,0,2,98
100301,1,2,0,0,61
100301,2,3,0,0,77
100301,3,5,0,0,137
100301,4,6,0,1,154
100301,5,2,0,0,43
100301,6,1,0,0,18
100301,7,4,0,0,99
100301,8,0,0,0,3
100301,9,3,1,0,64
100301,10,2,0,0,29
100301,11,1,1,0,13
100301,12,2,1,0,52
100301,13,1,1,0,58
100301,14,0,0,1,43
100302,1,12,1,2,288
100302,2,6,1,0,153
100302,3,5,2,2,118
100302,4,11,1,2,259
100302,5,6,2,2,148
100302,6,5,0,0,124
100302,7,11,0,0,297
100302,8,10,0,0,274
100302,9,9,0,1,234
100302,10,8,0,0,225
100302,11,6,0,1,147
100302,12,11,2,1,253
100302,13,9,1,0,231
100302,14,7,0,1,186
100303,1,4,0,1,100
100303,2,6,0,1,137
100303,3,3,2,0,78
100303,4,6,1,1,158
100303,5,5,1,0,142
100303,6,5,0,2,147
100303,7,3,0,1,32
100303,8,3,1,0,88
100303,9,5,0,1,99
100303,10,2,1,0,61
100303,11,6,0,1,151
100303,12,5,0,0,123
100303,13,3,0,0,110
100303,14,9,1,0,230
100304,1,9,0,2,243
100304,2,7,0,0,193
100304,3,3,1,1,77
100304,4,12,0,3,295
100304,5,5,0,0,138
100304,6,11,0,1,286
100304,7,7,1,0,183
100304,8,3,1,0,66
100304,9,4,1,2,135
100304,10,8,0,3,219
100304,11,5,0,0,122
100304,12,4,0,2,77
100304,13,4,1,1,98
100304,14,0,1,1,3
100305,1,1,0,0,5
100305,2,1,1,0,30
100305,3,2,0,0,40
100305,4,4,1,0,107
100305,5,1,0,1,25
100305,6,3,0,1,50
100305,7,1,0,0,22
100305,8,4,0,0,78
100305,9,2,0,0,51
100305,10,1,0,1,31
100305,11,1,0,0,27
100305,12,4,0,0,134
100305,13,2,0,0,46
