student_id,programme,entry_cohort,entry_score,study_mode,age_at_entry,first_generation,registered_on
100396,Biology,2026,81.1,Full-time,18,True,"Apr 29, 2025"
100595,Computer Science,2026,52.5,Full-time,20,False,2025-11-07
100977,Biology,2025,77.0,Full-time,19,False,2025-09-09
100128,Biology,2026,73.2,Full-time,20,True,23/12/2024
100548,Psychology,2025,61.0,Full-time,17,False,27/05/2026
100946,Economics,2024,65.1,Full-time,21,True,27/09/2025
100663,Economics,2024,52.9,Full-time,20,False,2025-07-22
101158, Biology  ,2025,73.1,Full-time,19,True,2026-06-19
100450,Biology,2025,61.6,Full-time,20,False,2025-10-01
100238,Computer Science,2024,86.1,Full-time,20,False,"Jun 21, 2025"
100168,Computer Science,2025,66.8,Full-time,17,,16/06/2026
100645,Computer Science,2026,67.8,Full-time,21,False,"Dec 19, 2025"
101133,Computer Science,2024,64.6,Full-time,18,False,2025-12-15
100081, Economics  ,2025,64.6,Full-time,20,True,2024-10-01
100415,Economics,2025,55.8,Full-time,18,True,26/07/2025
101106,Biology,2025,75.2,Full-time,18,True,"Jun 29, 2025"
100301,Economics,2026,87.5,Full-time,19,True,"Oct 17, 2025"
100621,Economics,2026,66.9,Full-time,22,False,2025-12-18
100325,Computer Science,2026,,Full-time,20,True,2025-01-16
100657, Computer Science  ,2026,80.6,Full-time,20,True,2024-09-20
100216,Biology,2026,57.6%,Full-time,21,False,"May 27, 2025"
101193, Computer Science  ,2026,77.8,Full-time,18,True,2025-02-19
100031,psychology,2026,53.6,Full-time,20,,2025-12-13
100243,Economics,2025,69.4%,Full-time,20,False,2025-02-16
100706,Psychology,2025,53.8,Full-time,22,True,04/11/2025
100962,Psychology,2024,79.2,Part-time,29,True,2025-11-25
100968,Economics,2025,79.2,Full-time,22,False,2024-11-23
100210,Psychology,2025,48.5,Full-time,19,False,31/12/2024
100549,Economics,2025,61.0,Full-time,20,False,2026-05-22
100751,Psychology,2024,54.2,Part-time,25,False,22/10/2024
100926,Biology,2026,55.1,Part-time,20,False,"Jan 19, 2026"
100436,biology,2024,55.7,Full-time,19,False,2024-11-18
100028,Economics,2025,43.4,Part-time,23,,2026-04-29
101068, Psychology  ,2024,57.2,Full-time,22,True,19/11/2024
100928,Computer Science,2025,53.0,Full-time,17,False,25/03/2025
100123,Psychology,2026,71.3,Part-time,25,False,"Aug 27, 2025"
101094,Psychology,2025,60.3,Full-time,22,False,"Oct 21, 2025"
100463,Computer Science,2025,76.0,Full-time,18,False,2025-11-07
101036,Psychology,2026,87.7,Full-time,17,False,27/08/2025
101126,Psychology,2025,83.9,Full-time,19,False,2025-09-27
100610,Psychology,2024,42.4,Full-time,20,True,"May 20, 2026"
100944,Biology,2025,55.6,Full-time,21,True,"Apr 25, 2025"
100741, Psychology  ,2025,51.6,Full-time,20,False,2025-01-08
100875,Computer Science,2025,75.9,Full-time,19,False,01/03/2026
100698,Computer Science,2024,72.0,Part-time,28,True,2026-05-08
100203,Computer Science,2026,71.3,Full-time,18,True,2025-06-01
100404,Economics,2026,69.3,Part-time,28,False,18/02/2026
100566,computer science,2024,65.4,Full-time,20,False,22/04/2026
101188,Economics,2025,69.4,Full-time,18,False,2024-12-18
100363,Psychology,2026,76.9,Full-time,17,,2026-06-27
100272,psychology,2024,61.5,Full-time,21,True,"Nov 14, 2025"
100467,Computer Science,2026,61.5,Full-time,19,True,2026-08-13
101025,Computer Science,2024,75.8,Full-time,20,False,2025-11-12
101186,Economics,2026,65.6,Full-time,19,True,2026-04-22
100753,Computer Science,2026,66.7,Full-time,19,True,2026-07-31
100273,Economics,2024,80.9,Full-time,21,False,2025-06-14
100278,Biology,2025,,Part-time,21,False,2025-09-03
101067,Computer Science,2026,81.4,Full-time,19,False,"Jun 29, 2025"
100013,Computer Science,2025,63.0,Full-time,20,False,2024-10-25
100604,Biology,2024,89.4,Full-time,18,True,2025-08-22
100675,Computer Science,2025,65.8,Full-time,20,False,2025-03-28
100211,Biology,2025,67.8,Full-time,21,False,2025-02-04
101051,Computer Science,2026,66.3,Full-time,19,False,"Dec 10, 2024"
100969,Computer Science,2025,75.2,Full-time,18,False,2025-02-26
100148,Computer Science,2025,72.9,Full-time,19,False,2025-06-12
100443,Psychology,2024,83.6,Full-time,17,False,03/12/2025
100300,Psychology,2026,64.5,Part-time,33,True,"Jan 17, 2025"
100116,economics,2026,70.6,Full-time,17,True,"Aug 20, 2025"
100376,Biology,2025,74.0,Full-time,19,,2025-07-20
100642,Economics,2025,71.2,Full-time,18,True,2026-03-04
100890,Computer Science,2026,66.9,Full-time,20,,2024-11-28
100632,Biology,2026,55.7,Full-time,20,False,2025-07-18
100473,Computer Science,2024,62.9,Full-time,19,False,2024-12-04
101055,Economics,2024,67.4,Full-time,19,False,29/12/2025
101087,Psychology,2025,56.6,Part-time,27,True,18/01/2025
100389,psychology,2026,61.7,Full-time,19,True,2025-10-30
100023,Computer Science,2024,54.4,Part-time,30,False,02/08/2026
101039,Biology,2026,69.5,Full-time,21,False,2026-03-29
100994,Economics,2024,67.1,Full-time,18,False,2025-06-11
100424,Economics,2024,62.0,Full-time,21,False,2025-03-16
100955,Biology,2026,74.0,Full-time,19,False,2026-02-05
100719,Computer Science,2024,69.5,Full-time,21,False,10/08/2026
100650,Computer Science,2025,,Full-time,19,False,2025-04-09
100253,computer science,2025,71.5,Full-time,1,False,2026-02-02
100143,Economics,2024,59.6,Full-time,20,False,13/07/2026
100051,Psychology,2025,85.7,Part-time,26,False,2026-05-28
100165,computer science,2025,87.0,Full-time,0,False,01/05/2026
100736,Computer Science,2025,81.9,Full-time,22,False,2025-06-16
100082,biology,2025,55.7,Full-time,20,False,2026-07-08
100483,psychology,2025,70.8,Full-time,17,False,05/06/2025
100322,Computer Science,2026,45.6,Full-time,22,True,2025-07-03
100965,Computer Science,2025,64.8,Full-time,,True,2026-06-20
100695,Psychology,2024,74.0,Full-time,21,False,"Feb 02, 2026"
101146,Psychology,2025,61.9,Full-time,17,True,2025-12-24
100067,Psychology,2024,62.3,Full-time,20,True,2025-08-25
101155,Biology,2024,59.3,Full-time,20,False,2025-10-15
100541,Psychology,2024,72.1,Full-time,20,True,2025-03-13
100747,economics,2026,61.8,Full-time,17,,2025-10-25
100418,psychology,2026,69.1,Part-time,29,False,2025-07-18
100948,Computer Science,2026,62.8,Full-time,18,True,21/06/2025
100065,Computer Science,2024,75.7,Full-time,20,False,2024-11-04
100908,Biology,2024,67.3,Full-time,20,False,2026-03-08
100899,Economics,2025,64.1,Full-time,21,False,26/12/2024
100704,Psychology,2026,41.0,Full-time,17,True,2026-01-14
100492,Biology,2025,48.8,Full-time,20,False,15/01/2025
100709,Computer Science,2024,77.9,Full-time,19,,25/03/2025
100800,Biology,2024,73.5,Full-time,18,True,2025-01-23
100066,Computer Science,2026,65.6,Full-time,20,False,01/08/2025
100985,psychology,2026,73.0,Full-time,21,False,2025-03-01
100997, Biology  ,2026,71.2,Full-time,20,False,"Apr 01, 2025"
100975,economics,2024,49.3,Full-time,21,False,2025-05-23
100297,Economics,2024,59.1,Full-time,20,False,2025-03-24
100420,Economics,2025,61.6,Full-time,18,False,2025-09-24
100439,Biology,2026,60.2,Full-time,18,True,"Oct 01, 2025"
100262,Biology,2025,64.8,Full-time,17,False,2026-08-10
100702,Biology,2024,,Full-time,19,True,23/11/2025
100282,Biology,2026,53.0,Part-time,35,False,04/10/2024
100999,Economics,2026,53.2,Full-time,20,False,2026-07-21
101009,Computer Science,2024,70.7,Part-time,31,True,05/07/2025
100189,Computer Science,2024,60.3,Full-time,19,False,2026-07-30
100894, economics  ,2026,55.3,Part-time,19,False,2024-10-29
100252,Computer Science,2026,65.5,Full-time,19,True,2024-10-19
100703,Computer Science,2025,76.6,Part-time,29,False,10/08/2025
100515,Economics,2026,69.3%,Full-time,18,True,2026-04-27
100880,Economics,2025,63.7,Full-time,21,False,"Jun 29, 2025"
100488,Computer Science,2025,52.9,Full-time,21,False,2025-07-03
100274,Psychology,2024,56.1,Full-time,,False,2025-08-06
100960,Computer Science,2025,61.4,Full-time,18,False,"Feb 19, 2026"
101081,Computer Science,2025,63.4,Full-time,20,False,2026-08-01
100449,Economics,2024,76.8,Full-time,21,False,2025-09-19
100412,Biology,2024,47.3,Part-time,24,True,"Mar 25, 2026"
100896,Computer Science,2025,74.3,Full-time,19,False,22/04/2026
100726,Psychology,2024,41.4,Full-time,20,False,2025-05-26
100934,Computer Science,2024,67.7,Full-time,18,False,"Dec 19, 2024"
101183,Computer Science,2025,70.8,Full-time,19,False,2026-05-09
100150,Psychology,2024,,Full-time,18,True,"Aug 03, 2026"
100219,Computer Science,2026,62.1,Full-time,21,True,20/03/2026
100240,Psychology,2026,76.6,Full-time,22,,22/12/2024
101149,Computer Science,2026,74.2,Full-time,20,False,"Jun 23, 2026"
100193,Economics,2026,81.6,Full-time,19,False,2025-05-20
100192,Economics,2025,68.8,Full-time,18,True,"Jun 11, 2026"
100591,Economics,2024,44.4,Full-time,20,,2026-05-25
100603,Computer Science,2026,62.4,Full-time,21,False,2026-03-30
100983,Economics,2026,,Full-time,22,False,"Mar 23, 2026"
100714,Biology,2026,69.4,Full-time,21,False,18/01/2025
100967,Psychology,2026,39.1,Full-time,19,False,2025-08-03
101169,Economics,2026,56.3,Full-time,19,False,19/09/2025
100717, Computer Science  ,2026,46.9,Full-time,20,False,2026-07-24
100583,Economics,2024,65.0,Full-time,17,True,27/06/2026
101023,Economics,2025,48.2,Full-time,19,False,11/04/2025
100324,Economics,2025,78.8,Full-time,17,True,"Jul 19, 2026"
101160,Economics,2026,51.4%,Full-time,21,False,2025-01-20
100861,Computer Science,2026,66.0,Full-time,18,False,15/10/2025
100665,biology,2024,88.8,Full-time,20,False,"Apr 01, 2025"
100438,Biology,2025,77.3,Full-time,20,True,2026-02-04
100780,Psychology,2026,49.1,Full-time,18,True,2025-04-09
100844,Biology,2026,58.7,Full-time,17,False,2025-04-03
100342, Psychology  ,2024,76.3,Full-time,22,True,01/02/2025
100003,Economics,2026,73.8,Full-time,20,True,"Dec 05, 2025"
100230,Computer Science,2024,80.0,Full-time,23,False,2025-09-20
100653,Psychology,2025,57.2,Full-time,20,False,23/03/2025
101161,Computer Science,2024,68.5,Part-time,30,False,2026-05-23
100077, Psychology  ,2025,65.0,Full-time,18,False,2025-04-07
101111,computer science,2024,74.4,Full-time,19,False,31/05/2025
100372, Computer Science  ,2024,71.0,Full-time,19,True,2024-10-31
100181, Economics  ,2024,46.7,Part-time,24,False,2025-04-12
100888,Computer Science,2026,,Full-time,20,False,2025-01-03
100578,Psychology,2024,54.5,Full-time,22,False,2025-11-12
100745,Psychology,2024,35.0,Full-time,20,False,2025-06-26
100768,Computer Science,2025,66.3,Full-time,20,True,2026-02-25
101190,Biology,2024,66.3,Full-time,19,False,2024-10-15
101018,Psychology,2025,63.6,Full-time,17,True,2025-03-24
100654,Psychology,2026,66.7,Part-time,27,False,2026-07-30
100590,Economics,2025,45.4,Full-time,19,False,23/04/2025
100782,Psychology,2025,59.4,Part-time,36,False,2026-01-30
101172,Economics,2024,65.1%,Full-time,21,False,"Jul 05, 2025"
100973,Computer Science,2025,48.9,Full-time,18,False,2026-01-16
100895,Economics,2026,57.7,Full-time,18,True,27/09/2025
100038,Psychology,2025,68.8,Full-time,20,False,2026-06-16
100354,Psychology,2026,64.1,Full-time,17,False,2024-10-25
101103,psychology,2025,82.8,Full-time,22,False,"Oct 06, 2025"
100237,Psychology,2025,63.9,Full-time,17,False,2025-10-30
100952,Biology,2026,87.5,Full-time,20,False,2025-01-18
100500,Psychology,2026,86.3,Full-time,20,False,19/03/2025
100554,Economics,2026,65.3,Full-time,21,False,07/08/2025
100056,Biology,2025,60.1,Part-time,34,False,2026-05-28
100303,Computer Science,2026,60.4,Full-time,19,True,17/12/2024
100287,Economics,2025,88.9,Full-time,17,False,2025-11-20
100814,Psychology,2026,57.2,Full-time,21,True,18/06/2026
100220,Biology,2024,42.8,Full-time,21,False,2026-03-18
100643,Computer Science,2026,68.8,Full-time,22,True,2026-05-05
100388,Economics,2024,58.8,Full-time,21,,"Sep 26, 2025"
101165,Biology,2026,54.5,Full-time,17,,2025-09-27
100391,Biology,2026,86.0,Full-time,17,False,2025-08-18
100353,Economics,2025,49.7,Full-time,,False,2026-06-09
100194,Psychology,2026,,Full-time,21,False,2026-03-04
100236,Biology,2026,81.0,Full-time,18,False,"Sep 19, 2025"
101004,Computer Science,2026,69.2,Full-time,19,True,27/01/2026
100481,Economics,2024,43.1,Full-time,21,True,2026-06-22
100568,Computer Science,2025,82.9,Full-time,19,,2025-10-10
100117,Computer Science,2024,56.9,Full-time,21,False,2025-04-14
100876,Computer Science,2024,69.8,Full-time,20,True,2026-06-06
101128,Psychology,2025,62.4,Full-time,20,False,2024-11-09
101114,Biology,2026,74.9,Full-time,,True,2026-04-03
101088,Economics,2024,73.6,Full-time,20,False,2026-03-15
100887,Psychology,2025,57.8,Full-time,19,False,2025-08-26
100121,Psychology,2026,,Full-time,21,True,2026-01-09
100826,Computer Science,2026,77.8%,Full-time,19,False,2025-06-26
101054,Computer Science,2025,63.3,Full-time,21,True,2024-09-29
100783,Psychology,2026,54.9,Full-time,18,True,"Oct 15, 2024"
100063,Psychology,2026,68.1,Full-time,18,True,14/03/2026
100674,Computer Science,2025,,Full-time,20,True,2025-10-11
100454,Computer Science,2024,60.8,Full-time,18,False,20/04/2025
100516,Psychology,2026,59.2,Full-time,20,,25/07/2025
100571,Economics,2024,63.6,Full-time,17,False,2025-12-31
100224,Psychology,2025,60.8,Full-time,19,True,2025-04-10
100614,Biology,2025,73.6,Full-time,18,False,30/09/2024
100222,Biology,2024,67.9%,Full-time,20,True,2026-04-13
100680,Psychology,2024,84.1,Full-time,17,False,2026-03-07
101164,Biology,2026,78.7,Part-time,34,True,23/09/2025
100466,Economics,2024,59.7,Part-time,178,True,2024-12-16
100053,Psychology,2024,71.6,Full-time,23,,2025-09-11
101101, Psychology  ,2024,57.7,Full-time,23,True,03/08/2025
100486,Biology,2024,50.8%,Full-time,23,False,2024-12-27
101152,Computer Science,2026,73.3,Part-time,25,False,2026-08-05
100929,Computer Science,2025,63.2,Full-time,17,True,2025-05-17
100156,Computer Science,2024,70.4,Full-time,18,False,08/11/2025
100927,Biology,2026,,Full-time,20,False,2024-12-23
100601,Psychology,2025,85.0,Full-time,18,False,12/12/2025
100886,Psychology,2025,77.6,Full-time,20,True,2025-11-14
100249,Computer Science,2025,74.7,Part-time,23,True,2025-01-02
100442,Economics,2026,69.2,Full-time,23,False,02/12/2025
101072,Biology,2026,70.7,Full-time,20,False,27/12/2025
101104,Economics,2025,53.5,Full-time,18,False,2025-09-16
100543,Biology,2025,62.1,Full-time,19,False,04/05/2025
100118,Biology,2025,54.9,Full-time,22,True,2025-09-15
100733,Computer Science,2025,64.4,Full-time,20,False,2024-12-11
100629,Biology,2025,77.9,Full-time,22,True,27/10/2025
100721,biology,2026,67.1,Full-time,19,False,2024-11-06
100931,Computer Science,2025,79.9,Part-time,26,False,2025-05-10
100292,Computer Science,2025,66.2,Full-time,19,False,"Jun 23, 2025"
101049, computer science  ,2026,59.3,Full-time,18,False,"Jan 11, 2025"
100382,Biology,2025,71.4,Full-time,20,False,2025-07-26
100707,Psychology,2026,69.5,Full-time,18,,30/06/2026
100901, Psychology  ,2024,52.5,Full-time,18,False,"Dec 27, 2025"
100201,computer science,2024,74.5,Full-time,19,False,2025-03-05
100597, Economics  ,2026,70.8,Full-time,21,False,2025-01-14
100993,Psychology,2025,66.8,Full-time,20,False,2025-03-10
101145,Economics,2025,73.0,Full-time,20,False,16/07/2026
101197,Biology,2025,65.1,Full-time,17,True,2026-04-16
100700,Computer Science,2025,43.0,Part-time,30,False,2025-02-13
100506,Computer Science,2026,52.3,Full-time,19,False,2026-04-10
100349,Psychology,2025,65.8,Full-time,20,False,2025-04-15
101082,Economics,2025,86.3,Full-time,20,,06/02/2025
101200,Psychology,2025,53.9,Full-time,21,True,2024-10-06
100341,Biology,2024,69.4,Full-time,17,False,2026-03-25
100616,Computer Science,2024,81.4,Part-time,37,False,2025-10-24
100155,Economics,2025,,Full-time,2,True,06/02/2025
101112,Biology,2026,46.1,Full-time,21,False,2025-02-06
100772,Biology,2025,85.9,Full-time,21,False,2026-07-08
101012,Psychology,2026,63.8,Full-time,17,,2026-05-26
100288,Psychology,2025,49.9,Part-time,22,True,"Oct 25, 2025"
100323,Economics,2026,75.8,Full-time,17,True,2025-12-15
100830,Economics,2025,57.8,Full-time,21,False,02/12/2024
100829,Psychology,2025,61.2,Full-time,20,False,28/12/2025
100870,Computer Science,2026,67.9,Full-time,21,False,2025-06-15
100083,Biology,2026,54.0,Full-time,18,False,21/09/2025
100813,Psychology,2026,49.2,Full-time,22,False,2024-12-26
100465,Economics,2024,74.6,Full-time,20,False,2024-09-24
100807,Economics,2026,70.5,Part-time,26,False,19/06/2025
100903,Psychology,2025,,Full-time,21,False,29/09/2024
101185, Economics  ,2025,69.9,Full-time,18,False,09/12/2025
100840,Economics,2025,57.4,Full-time,17,False,29/05/2025
100334,Computer Science,2026,60.0,Full-time,17,False,"May 24, 2025"
100011,Biology,2024,56.7,Full-time,17,False,11/11/2024
100471,Economics,2026,66.7,Full-time,17,True,2025-02-25
100033,Biology,2024,53.8,Full-time,21,True,2024-12-02
100792,Psychology,2025,54.7%,Full-time,19,True,2026-08-15
100414,Biology,2024,66.0,Full-time,21,,"Dec 19, 2025"
100581,Computer Science,2025,67.2,Full-time,20,True,2026-07-05
100383,Biology,2025,79.2,Full-time,18,False,10/05/2026
100833,Psychology,2025,72.1,Full-time,20,True,2025-11-20
100770,Economics,2025,71.9,Full-time,18,False,2025-08-25
101141,Computer Science,2024,65.1,Full-time,19,False,2026-05-15
101139,economics,2025,52.4,Full-time,18,False,2026-04-29
101147,Psychology,2025,61.3,Full-time,20,True,24/03/2026
100379, Psychology  ,2024,68.8,Full-time,21,True,2025-10-26
100090,Computer Science,2026,56.0,Full-time,21,True,2024-11-06
100802,Psychology,2024,49.7,Full-time,22,False,2025-04-09
100602,Psychology,2025,66.6,Full-time,21,False,2026-02-16
100214,Economics,2024,,Full-time,20,False,"Apr 08, 2026"
100333,Biology,2025,68.7,Full-time,19,False,2025-11-07
100134,Computer Science,2026,81.6,Full-time,22,False,2025-05-09
100347, Psychology  ,2024,60.1,Full-time,20,True,2024-11-15
100982,Computer Science,2024,59.6,Full-time,20,False,11/03/2025
100008,Economics,2024,54.3,Full-time,21,True,2026-01-05
100849,Computer Science,2026,69.5,Part-time,,False,2026-03-10
100321, Economics  ,2025,70.3,Full-time,21,False,21/12/2024
101052,Economics,2026,60.6,Full-time,20,False,"Aug 21, 2025"
100188,Computer Science,2025,47.3,Full-time,19,True,2025-07-09
101096,Psychology,2026,47.4,Full-time,20,False,22/10/2025
100553,Psychology,2026,77.2,Part-time,20,False,"Jun 30, 2026"
100305, Biology  ,2024,50.5,Full-time,22,False,2024-10-01
100032, Economics  ,2026,72.4,Full-time,20,,20/07/2025
100842,Economics,2024,68.9,Full-time,20,False,2025-08-13
100685, Psychology  ,2024,74.9,Full-time,20,False,2026-07-31
101073,economics,2025,57.0,Full-time,21,False,2025-11-10
100241,Computer Science,2025,65.4,Part-time,27,False,2025-11-11
101010,Biology,2026,56.5,Part-time,30,False,"Apr 18, 2025"
100175,Economics,2024,73.7,Part-time,23,False,2026-05-02
100246,biology,2024,72.2,Full-time,18,,2025-02-15
100057,Computer Science,2024,66.6,Full-time,19,True,2026-02-14
100631, Economics  ,2026,81.8,Full-time,24,True,11/04/2025
100584,Psychology,2025,57.0,Full-time,18,False,2024-11-17
101047,Computer Science,2026,79.1,Part-time,27,True,2026-03-04
100146,Psychology,2025,55.7,Part-time,33,True,25/12/2025
100091,Psychology,2024,48.9,Full-time,22,False,2026-01-19
101122,Biology,2026,60.1%,Full-time,20,True,2026-06-14
100393,Economics,2026,86.2,Full-time,22,False,"Apr 23, 2026"
100919,Psychology,2026,66.4,Full-time,22,True,2026-01-07
100683,Biology,2024,55.0,Full-time,,True,04/06/2026
100311,Computer Science,2026,76.4,Full-time,22,False,"Nov 17, 2024"
100360,Biology,2026,68.3,Full-time,20,False,2026-06-12
100094,Biology,2024,72.1,Full-time,19,False,2025-07-16
100964,Computer Science,2026,76.1,Full-time,19,True,"Aug 13, 2025"
101032,Economics,2025,69.9,Full-time,19,True,2025-02-07
100377,Economics,2026,47.0,Full-time,,False,2026-08-02
100244,Computer Science,2025,,Full-time,20,False,2026-02-26
101084,Economics,2026,69.6,Full-time,20,False,2026-02-08
100088,Psychology,2026,56.9,Full-time,21,True,2025-11-28
100215,Economics,2026,52.9,Full-time,22,False,"Mar 21, 2026"
100445,Computer Science,2024,76.8,Full-time,20,False,"Apr 26, 2025"
100174,economics,2026,74.0,Full-time,20,False,27/09/2024
100426,Computer Science,2026,63.8,Full-time,18,True,2026-08-11
101048,Psychology,2024,62.8,Full-time,21,True,2026-05-20
100119,psychology,2026,51.5,Full-time,21,False,12/07/2025
100120,Computer Science,2026,64.8,Full-time,22,False,2026-07-15
100923,biology,2025,73.8,Full-time,19,True,26/10/2025
100879,Biology,2025,58.3,Full-time,17,False,21/03/2025
100001,Biology,2026,62.3,Full-time,22,False,"Jul 19, 2026"
100395,Computer Science,2026,53.3,Part-time,29,False,2026-02-25
100402,Computer Science,2024,60.5,Full-time,19,True,20/02/2026
100405,Psychology,2024,,Full-time,23,False,2025-05-30
101019,Psychology,2024,66.2,Full-time,20,,2025-09-10
100858,Psychology,2026,61.8,Full-time,18,False,04/06/2025
100163,Economics,2024,55.3,Full-time,18,False,2025-04-25
100115,Psychology,2025,53.3,Full-time,21,,2024-10-24
100671, Computer Science  ,2025,54.8,Part-time,30,False,2025-12-11
100151,Psychology,2024,46.9,Full-time,20,False,11/06/2026
100808,biology,2026,70.7,Full-time,17,True,"Oct 21, 2024"
100796,Biology,2024,50.9,Full-time,18,False,02/11/2025
101129,Computer Science,2024,65.9,Full-time,18,False,2025-07-02
100369,Biology,2024,56.0,Full-time,21,,"Oct 13, 2024"
100544,Computer Science,2024,64.1,Full-time,21,True,2024-11-06
100478,Biology,2024,71.3,Full-time,20,False,2024-12-30
101136, Biology  ,2026,56.1,Full-time,22,False,2025-03-12
100533,Economics,2024,73.6,Full-time,20,True,"Mar 04, 2025"
100626,biology,2025,43.4,Full-time,20,False,12/06/2026
100984,Psychology,2026,,Full-time,18,False,06/12/2025
100513,Computer Science,2026,59.5,Full-time,19,True,2025-04-02
100811,Computer Science,2024,61.4,Full-time,17,True,2025-10-13
100073,Psychology,2025,71.4,Full-time,22,False,2026-01-19
100259,Biology,2024,68.8,Full-time,19,,2026-07-19
100625,Economics,2026,79.9,Full-time,21,True,30/04/2025
100235,biology,2025,77.7%,Full-time,21,False,2025-09-11
100136,Computer Science,2026,57.0,Part-time,29,True,"Jul 20, 2025"
100617,Computer Science,2026,80.3,Full-time,20,True,2024-11-25
100517,Psychology,2026,82.5,Full-time,22,False,17/11/2025
100878,Psychology,2025,65.6,Full-time,21,True,"Oct 27, 2025"
100803,Psychology,2025,59.0%,Full-time,21,False,"Sep 27, 2024"
100810,Computer Science,2025,61.8,Full-time,17,True,2025-02-06
100593,Computer Science,2024,69.7,Part-time,32,False,"Mar 23, 2026"
101064,Computer Science,2024,65.3,Full-time,22,False,08/09/2025
100502,Economics,2024,66.8,Full-time,17,False,2026-06-03
100539,Psychology,2026,71.1,Full-time,20,False,2025-03-23
100910,Biology,2026,85.6,Full-time,21,False,2026-03-16
100729,Computer Science,2026,63.0,Full-time,18,False,08/03/2026
100582,Psychology,2025,58.9,Full-time,19,False,2026-07-16
100344,Biology,2025,66.3,Full-time,21,True,2025-07-12
100940,Computer Science,2026,67.1,Full-time,19,True,2025-06-20
100857,Computer Science,2024,81.8,Part-time,20,True,2026-04-02
100294,Psychology,2026,69.9,Full-time,20,False,2025-02-24
100365,Computer Science,2026,73.5,Full-time,17,False,2025-06-14
101065,Computer Science,2025,68.4,Full-time,21,True,2026-03-19
100660,Economics,2026,69.9,Full-time,21,False,2024-11-23
100015,Economics,2024,76.6,Full-time,19,False,2024-09-21
100687,Biology,2025,82.0%,Full-time,19,False,2024-09-17
100087,economics,2025,54.5,Full-time,23,False,"Aug 04, 2025"
100371,Biology,2025,61.8,Full-time,22,True,2026-01-22
100166,Biology,2024,49.6,Full-time,20,True,13/02/2025
100132,Economics,2024,65.5,Full-time,20,False,2026-03-19
100336,Computer Science,2025,70.9,Part-time,26,False,2026-04-12
100060,Psychology,2026,85.2,Full-time,20,,2026-03-09
100710,Biology,2025,61.6,Full-time,18,True,05/06/2025
100677,Economics,2025,61.8,Full-time,21,False,2026-01-30
100355,Biology,2025,68.7,Full-time,17,True,"Feb 21, 2025"
100976,Psychology,2026,86.4,Full-time,,True,"Dec 06, 2025"
100425,Psychology,2026,86.1,Full-time,18,True,2025-05-21
100293,Economics,2024,50.9,Full-time,19,False,2024-12-22
100042,Computer Science,2024,,Full-time,20,False,09/06/2025
100330,Biology,2025,89.6,Full-time,21,False,2026-06-17
100615,Computer Science,2025,63.8,Full-time,22,False,"Dec 01, 2025"
100430,Psychology,2026,76.4,Part-time,29,False,2026-02-01
100080,Biology,2024,71.5,Full-time,22,False,2025-06-25
100694,Economics,2024,53.9,Full-time,20,False,16/11/2025
100029,Psychology,2026,68.1,Full-time,21,False,2025-11-19
100708,Psychology,2025,64.7,Full-time,21,False,"Jun 05, 2026"
101057,Economics,2026,56.4,Full-time,24,False,07/12/2025
101195,Economics,2024,73.6,Full-time,20,True,"Mar 05, 2026"
100255,Psychology,2026,71.5,Full-time,18,True,09/08/2025
100161,Computer Science,2026,,Full-time,19,True,2026-06-04
100459,Biology,2026,68.5%,Part-time,28,True,2025-04-27
100384,Computer Science,2024,66.4,Part-time,30,False,2026-08-09
100314,Computer Science,2024,82.4,Full-time,17,True,"Nov 07, 2024"
100085,Biology,2026,56.9,Full-time,19,False,19/06/2026
100575,computer science,2024,77.9,Part-time,33,True,31/03/2026
100763,Economics,2026,57.4,Full-time,19,False,2024-09-22
100137,Computer Science,2025,67.5,Full-time,21,False,2026-07-03
100112,Psychology,2026,54.1,Full-time,19,True,2025-06-10
100195,Biology,2024,70.2,Full-time,19,False,2024-09-24
100853, Computer Science  ,2026,72.1,Full-time,20,True,2024-12-12
100179,Biology,2025,64.6,Full-time,20,False,18/11/2025
100556,Psychology,2025,56.3,Part-time,19,False,2026-03-14
100724,Biology,2025,65.3,Full-time,21,True,27/08/2025
101003,Economics,2025,73.0,Full-time,18,True,2026-05-16
100497,economics,2025,71.5,Full-time,19,False,2024-09-25
100871,Computer Science,2025,61.0,Full-time,20,False,"Aug 08, 2026"
100806,Psychology,2024,61.7,Part-time,28,False,"Jan 02, 2026"
100130,Biology,2024,69.2,Part-time,27,True,2025-01-20
100716,Economics,2024,76.7,Full-time,21,False,2025-03-02
100338,economics,2026,66.3,Full-time,20,True,2024-12-06
101196,Computer Science,2025,35.0,Full-time,19,False,2026-05-27
100609,Biology,2025,60.2,Full-time,21,True,"Apr 22, 2025"
100125,Biology,2024,84.2,Full-time,,False,2025-08-09
100196,Computer Science,2024,75.7,Full-time,21,,"May 03, 2025"
100227,Economics,2024,62.7,Full-time,23,True,2025-12-31
100690,Biology,2025,77.3,Full-time,19,False,2026-03-12
100269,Computer Science,2025,81.6,Full-time,22,False,2026-06-16
100153,Computer Science,2024,54.2,Full-time,19,False,"Aug 12, 2026"
100585, Psychology  ,2026,46.3,Full-time,22,True,2025-10-06
100104,Economics,2025,61.6,Full-time,20,False,10/03/2025
100594,biology,2026,78.8,Part-time,32,True,02/12/2024
101105,Computer Science,2025,82.9,Full-time,21,False,2025-11-18
