student_id,early_logins,early_submissions,early_minutes,midterm_satisfaction,withdrew,withdrew_week
100890,11,1,302,,False,
100891,10,0,239,3.0,True,12.0
100892,24,4,664,4.0,False,
100893,9,0,271,3.0,False,
100894,5,0,109,3.0,False,
100895,8,0,235,4.0,False,
100896,26,3,662,5.0,False,
100897,9,0,241,,False,
100898,33,4,837,2.0,False,
100899,18,2,438,3.0,False,
100900,40,4,1083,4.0,False,
100901,14,2,284,,False,
100902,28,1,737,5.0,False,
100903,14,1,370,,False,
100904,17,0,412,2.0,False,
100905,12,2,286,4.0,False,
100906,12,0,321,3.0,True,12.0
100907,11,0,325,3.0,False,
100908,29,1,703,3.0,False,
100909,49,4,1278,5.0,False,
100910,14,2,378,4.0,False,
100911,11,1,322,3.0,False,
100912,9,0,230,2.0,False,
100913,31,5,827,4.0,False,
100914,14,1,399,2.0,False,
100915,19,1,490,4.0,False,
100916,10,0,274,3.0,False,
100917,11,0,290,,True,8.0
100918,35,3,974,4.0,False,
100919,29,2,782,5.0,False,
100920,4,1,107,,False,
100921,17,0,409,5.0,False,
100922,7,0,204,,False,
100923,10,2,262,4.0,False,
100924,11,0,297,,False,
100925,18,1,512,2.0,False,
100926,14,2,416,2.0,True,11.0
100927,19,3,490,4.0,False,
100928,12,0,312,3.0,False,
100929,15,1,379,3.0,False,
100930,6,0,178,4.0,True,7.0
100931,26,4,689,5.0,False,
100932,42,4,1090,3.0,False,
100933,23,4,634,3.0,False,
100934,15,0,308,2.0,False,
100935,23,0,619,4.0,True,12.0
100936,27,1,682,2.0,False,
100937,12,1,369,3.0,False,
100938,22,1,639,4.0,False,
100939,19,2,459,4.0,True,7.0
100940,15,2,368,3.0,False,
100941,22,0,514,5.0,False,
100942,20,1,537,4.0,False,
100943,9,0,203,,False,
100944,33,6,878,3.0,False,
100945,27,2,709,4.0,False,
100946,21,1,549,3.0,False,
100947,20,1,530,2.0,False,
100948,11,1,331,4.0,False,
100949,17,2,473,3.0,False,
100950,7,1,192,,False,
100951,15,1,435,4.0,False,
100952,16,3,363,,False,
100953,33,1,911,5.0,False,
100954,21,3,510,4.0,False,
100955,27,3,672,3.0,False,
100956,19,0,500,,False,
100957,1,0,16,,False,
100958,11,0,272,4.0,False,
100959,19,1,485,3.0,False,
100960,14,1,320,1.0,False,
100961,33,3,908,4.0,False,
100962,9,0,203,2.0,False,
100963,20,2,485,3.0,False,
100964,41,1,1014,4.0,False,
100965,12,1,377,3.0,True,6.0
100966,20,2,595,4.0,False,
100967,4,0,66,,True,13.0
100968,20,2,501,4.0,False,
100969,14,1,404,,False,
100970,6,0,156,3.0,False,
100971,18,1,448,3.0,False,
100972,15,3,372,,False,
100973,24,2,598,3.0,False,
100974,28,4,781,5.0,False,
100975,6,0,144,,False,
100976,34,0,853,5.0,False,
100977,24,3,586,4.0,False,
100978,41,4,989,3.0,False,
100979,6,0,172,,False,
100980,27,2,635,3.0,True,9.0
100981,11,0,292,5.0,False,
100982,40,2,1044,5.0,False,
100983,9,0,253,2.0,False,
100984,9,1,196,4.0,True,10.0
100985,19,1,511,3.0,True,10.0
100986,32,3,813,4.0,False,
100987,15,0,426,4.0,False,
100988,3,1,90,3.0,False,
100989,25,1,663,3.0,False,
100990,17,1,443,3.0,False,
100991,11,0,300,3.0,False,
100992,16,3,457,,False,
100993,36,4,978,,False,
100994,11,1,325,,False,
100995,2,0,65,2.0,True,12.0
100996,4,0,127,,True,10.0
100997,16,2,417,3.0,False,
100998,23,0,601,3.0,False,
100999,35,2,925,5.0,False,
101000,8,0,225,,False,
101001,15,3,345,3.0,True,12.0
101002,35,3,903,5.0,False,
101003,19,2,477,,False,
101004,22,3,575,5.0,False,
101005,14,0,395,,False,
101006,20,5,524,3.0,False,
101007,18,1,458,3.0,False,
101008,36,1,919,5.0,False,
101009,17,1,405,4.0,False,
101010,20,2,507,4.0,False,
101011,12,1,342,3.0,False,
101012,14,3,441,2.0,False,
101013,16,0,392,,False,
101014,10,1,161,3.0,True,7.0
101015,24,4,618,3.0,False,
101016,15,2,349,4.0,False,
101017,23,1,572,5.0,False,
101018,8,1,255,,False,
101019,12,0,290,1.0,False,
101020,32,2,823,4.0,True,9.0
101021,5,0,171,4.0,False,
101022,22,2,476,4.0,True,11.0
101023,18,4,463,2.0,False,
101024,32,1,818,3.0,False,
101025,31,3,768,5.0,False,
101026,52,4,1427,5.0,False,
101027,30,2,781,5.0,False,
101028,25,2,621,4.0,False,
101029,21,0,522,2.0,False,
101030,38,3,1010,4.0,False,
101031,23,3,612,4.0,False,
101032,13,3,319,4.0,False,
101033,15,1,357,3.0,True,10.0
101034,9,1,167,3.0,True,11.0
101035,14,4,343,2.0,False,
101036,31,3,807,4.0,False,
101037,33,4,878,4.0,False,
101038,25,4,666,5.0,False,
101039,11,0,260,3.0,False,
101040,9,0,220,3.0,False,
101041,3,1,81,,False,
101042,11,1,302,,False,
101043,16,0,427,2.0,True,7.0
101044,43,4,1082,4.0,False,
101045,13,0,331,2.0,False,
101046,27,3,625,3.0,False,
101047,7,2,152,,False,
101048,21,3,511,3.0,False,
101049,9,0,269,4.0,True,9.0
101050,35,2,868,4.0,False,
101051,4,0,82,5.0,False,
101052,6,1,196,,False,
101053,4,1,87,,True,13.0
101054,32,3,848,3.0,False,
101055,22,0,558,4.0,False,
101056,21,4,573,5.0,False,
101057,5,1,180,,True,13.0
101058,12,1,330,4.0,True,11.0
101059,17,2,472,4.0,False,
101060,20,2,510,4.0,False,
101061,4,0,129,,True,9.0
101062,54,4,1402,3.0,False,
101063,42,3,1099,3.0,False,
101064,23,4,596,4.0,False,
101065,31,2,837,5.0,False,
101066,4,1,117,3.0,True,11.0
101067,34,2,857,4.0,False,
101068,37,3,940,4.0,False,
101069,18,4,425,3.0,False,
101070,9,0,313,3.0,True,8.0
101071,3,3,109,,False,
101072,10,0,240,3.0,False,
101073,19,2,452,2.0,False,
101074,9,0,236,3.0,False,
101075,20,2,506,4.0,False,
101076,15,1,381,3.0,False,
101077,5,1,67,3.0,False,
101078,13,2,399,,False,
101079,15,2,373,,True,10.0
101080,17,3,417,4.0,False,
101081,20,3,483,2.0,False,
101082,13,2,300,4.0,False,
101083,13,3,390,2.0,False,
101084,31,5,857,4.0,False,
101085,12,1,354,3.0,False,
101086,6,0,133,,True,5.0
101087,5,0,119,,True,13.0
101088,27,4,736,,False,
101089,10,3,288,3.0,False,
101090,19,3,503,4.0,False,
101091,39,6,985,5.0,False,
101092,23,3,578,,False,
101093,10,2,289,,False,
101094,2,0,111,,False,
101095,12,0,213,2.0,False,
101096,20,2,460,4.0,False,
101097,23,2,574,5.0,False,
101098,7,2,202,,False,
101099,8,0,284,,False,
101100,14,1,342,,False,
101101,14,0,388,3.0,False,
101102,39,6,969,4.0,False,
101103,45,3,1180,5.0,False,
101104,13,1,361,2.0,False,
101105,62,4,1606,,False,
101106,14,3,350,3.0,False,
101107,41,4,1099,4.0,False,
101108,20,2,543,4.0,False,
101109,22,2,520,3.0,False,
101110,21,1,543,3.0,False,
101111,31,3,817,3.0,False,
101112,8,1,247,,False,
101113,29,3,700,3.0,False,
101114,23,2,568,3.0,False,
101115,18,3,381,4.0,False,
101116,33,2,818,3.0,False,
101117,17,0,426,3.0,False,
101118,16,0,420,3.0,True,7.0
101119,7,0,182,,False,
101120,5,1,96,4.0,False,
101121,11,1,269,5.0,False,
101122,22,1,592,3.0,False,
101123,10,2,329,3.0,False,
101124,43,3,1111,5.0,False,
101125,15,0,391,4.0,False,
101126,58,6,1462,4.0,False,
101127,16,2,400,2.0,False,
101128,9,0,245,4.0,False,
101129,26,2,703,3.0,False,
101130,12,0,282,,False,
101131,13,0,328,2.0,False,
101132,24,3,611,4.0,False,
101133,21,1,577,3.0,False,
101134,13,0,382,3.0,False,
101135,14,1,309,5.0,False,
101136,14,3,354,,False,
101137,10,0,223,3.0,False,
101138,29,5,833,4.0,False,
101139,11,0,326,3.0,False,
101140,18,1,479,,False,
101141,43,3,1118,5.0,False,
101142,11,1,292,4.0,False,
101143,21,5,521,3.0,False,
101144,26,2,653,4.0,False,
101145,41,2,1011,3.0,False,
101146,12,1,343,,False,
101147,19,1,517,3.0,False,
101148,16,3,411,2.0,False,
101149,25,3,653,3.0,False,
101150,50,5,1307,5.0,False,
101151,7,0,161,3.0,False,
101152,20,4,469,5.0,False,
101153,16,1,449,2.0,False,
101154,19,1,492,3.0,False,
101155,14,0,360,3.0,False,
101156,5,0,114,4.0,False,
101157,13,0,334,4.0,False,
101158,18,3,499,,False,
101159,15,1,408,,False,
101160,26,2,705,3.0,False,
101161,12,1,278,4.0,False,
101162,5,0,151,3.0,False,
101163,6,0,139,3.0,False,
101164,45,5,1180,5.0,False,
101165,12,1,324,,False,
101166,19,0,459,4.0,False,
101167,7,0,182,3.0,False,
101168,7,0,219,4.0,False,
101169,12,0,291,2.0,False,
101170,28,4,700,4.0,False,
101171,14,3,347,5.0,False,
101172,21,3,498,3.0,False,
101173,10,0,255,4.0,False,
101174,10,0,258,3.0,False,
101175,9,1,230,2.0,True,12.0
101176,20,1,524,,True,8.0
101177,33,3,835,4.0,False,
101178,34,1,902,4.0,False,
101179,43,2,1092,5.0,False,
101180,25,2,636,5.0,False,
101181,9,0,278,4.0,False,
101182,16,2,347,4.0,False,
101183,21,2,511,3.0,False,
101184,8,0,235,,False,
101185,12,1,247,4.0,True,9.0
101186,16,3,485,,False,
101187,18,1,488,,False,
101188,30,2,742,5.0,False,
101189,9,0,257,4.0,True,10.0
101190,17,3,463,3.0,False,
101191,8,0,189,,True,10.0
101192,6,0,225,3.0,False,
101193,61,4,1558,5.0,False,
101194,25,1,642,4.0,False,
101195,21,2,583,3.0,False,
101196,4,0,120,3.0,True,12.0
101197,26,2,687,3.0,False,
101198,26,3,652,3.0,False,
101199,3,1,62,,False,
101200,29,4,741,3.0,False,
